ds,y,no_promoted_skus,unique_stores,no_activated_tiers,customer_activation_index,economic_regressor,event
2014-03-02,667413.052988,0,47,32,52.609042553191486,102.88,
2014-03-03,613973.031386,0,47,32,50.544547872340424,105.34,Carnival
2014-03-04,748930.902096,0,47,31,56.1551132463967,103.64,Carnival
2014-03-05,741756.416525,0,47,32,56.4906914893617,101.75,
2014-03-06,614082.444339,0,47,32,53.954122340425535,101.82,
2014-03-07,598242.341178,0,47,32,53.431515957446805,102.82,
2014-03-08,753345.259201,0,47,32,62.73005319148936,102.82,
2014-03-09,916117.649984,0,47,31,63.61976664378861,102.82,
2014-03-10,587414.828974,0,47,32,51.5531914893617,101.39,
2014-03-11,539365.375063,0,47,32,50.39428191489362,100.29,
2014-03-12,575676.797032,0,47,32,50.412234042553195,98.29,
2014-03-13,473298.042544,0,47,32,48.525265957446805,98.57,
2014-03-14,530515.2554715,0,47,32,51.453457446808514,99.23,
2014-03-15,731049.789851,0,47,31,62.840768702814,99.23,
2014-03-16,929808.492772,0,47,31,63.994509265614276,99.23,
2014-03-17,612719.522118,0,47,32,53.44614361702128,98.43,
2014-03-18,537427.86875,0,47,31,52.10157858613589,100.08,
2014-03-19,585974.657018,0,47,32,51.1376329787234,100.71,
2014-03-20,500897.112641,0,47,32,49.5093085106383,99.68,
2014-03-21,548811.469984,0,47,32,52.089095744680854,99.97,
2014-03-22,771704.933772,0,47,31,64.43994509265615,99.97,
2014-03-23,838814.636064,0,47,31,61.13315030885381,99.97,
2014-03-24,571762.044919,0,47,32,49.472074468085104,100.05,
2014-03-25,539861.6183493,0,47,32,49.503989361702125,99.66,
2014-03-26,569680.543547,0,47,31,51.398078242965,100.61,
2014-03-27,468581.39830400003,0,47,31,48.78448867536033,101.25,
2014-03-28,538905.781947,0,47,32,51.9813829787234,101.73,
2014-03-29,822333.142686,0,47,31,65.63829787234043,101.73,
2014-03-30,873958.8396415,0,47,31,60.79752916952643,101.73,
2014-03-31,651800.509461,0,47,32,54.69747340425532,101.57,
2014-04-01,485079.887001,8,47,22,82.03288201160541,99.69,
2014-04-02,463917.316107,4,47,22,80.63346228239845,99.6,
2014-04-03,388867.961418,120,47,22,75.49613152804642,100.29,
2014-04-04,422578.745073,5,47,22,79.01353965183752,101.16,
2014-04-05,617680.194045,7,47,22,98.1972920696325,101.16,
2014-04-06,631888.250898,7,47,21,95.73252279635258,101.16,
2014-04-07,426091.1040178,3,47,22,78.31914893617021,100.43,
2014-04-08,376663.272105,8,47,22,74.3752417794971,102.57,
2014-04-09,375309.08201199997,4,47,22,75.77562862669245,103.55,
2014-04-10,334052.7571255,119,47,22,73.75241779497098,103.37,
2014-04-11,379646.845927,14,47,22,77.42069632495165,103.68,
2014-04-12,529919.922964,10,47,22,92.72630560928434,103.68,
2014-04-13,540190.281942,16,47,21,89.93920972644376,103.68,
2014-04-14,381386.309033,8,46,22,76.83102766798419,104.05,
2014-04-15,364689.054991,45,46,22,75.37351778656127,103.7,
2014-04-16,411357.084985,45,46,22,80.26778656126483,103.71,
2014-04-17,397464.842904,455,46,22,83.4911067193676,104.33,
2014-04-18,394392.184115,37,46,22,80.04249011857708,104.34,Good Friday
2014-04-19,496904.749136,36,46,22,91.4911067193676,104.34,
2014-04-20,520126.3980386,56,46,21,89.23188405797102,104.34,
2014-04-21,398677.396998,28,46,22,78.17292490118577,104.35,
2014-04-22,370552.249018,49,46,22,74.98913043478261,101.69,
2014-04-23,372232.595049,58,46,22,74.46442687747036,101.47,
2014-04-24,320875.477858,460,46,22,70.90217391304348,102.2,
2014-04-25,357173.708433,22,46,22,74.45355731225297,100.85,
2014-04-26,497334.735036,39,46,22,88.51383399209486,100.85,
2014-04-27,560508.420995,52,46,21,91.7008281573499,100.85,
2014-04-28,362271.9169815,65,46,22,72.61067193675889,101.13,
2014-04-29,326338.348031,73,46,22,70.17292490118577,101.56,
2014-04-30,357079.964912,86,46,22,73.93577075098814,100.07,
2014-05-01,530380.848064,547,46,22,86.20553359683794,99.69,Labor Day
2014-05-02,443284.891212,215,46,22,79.48320158102767,100.09,
2014-05-03,610391.748971,72,46,22,97.08695652173913,100.09,
2014-05-04,646164.863883,58,46,21,96.43581780538302,100.09,
2014-05-05,427601.704071,67,46,22,76.76778656126483,99.74,
2014-05-06,388945.890086,84,46,22,74.30138339920948,99.81,
2014-05-07,391932.183945,71,46,22,76.15316205533597,101.06,
2014-05-08,337483.713217,472,46,22,72.47233201581028,100.52,
2014-05-09,381335.196055,218,46,22,80.10573122529644,100.32,
2014-05-10,577012.026997,61,46,22,107.05731225296442,100.32,Day Before Mother’s Day
2014-05-11,454512.928937,59,46,21,94.14596273291926,100.32,Mother’s Day
2014-05-12,398251.889006,61,46,22,75.09881422924902,100.89,
2014-05-13,360734.522978,65,46,22,72.97134387351778,102.01,
2014-05-14,356373.806985,151,46,22,72.38833992094861,102.63,
2014-05-15,332272.8296378,534,46,22,69.44762845849803,101.74,
2014-05-16,380822.742652,1188,46,22,74.8794466403162,102.31,
2014-05-17,537873.964019,129,46,22,90.32411067193677,102.31,
2014-05-18,634519.7368283,139,46,21,96.61904761904762,102.31,
2014-05-19,388814.744958,110,46,22,74.65217391304348,102.95,
2014-05-20,354372.33997,157,46,22,72.15711462450592,102.8,
2014-05-21,356898.483031,191,46,22,72.53853754940711,104.31,
2014-05-22,310660.142642,1561,46,22,67.83102766798419,104.03,
2014-05-23,349549.892726,1274,46,22,71.0296442687747,105.01,
2014-05-24,516627.261707,220,46,22,89.11363636363636,105.01,Battle of Pichincha
2014-05-25,573412.21016,218,46,21,91.4296066252588,105.01,
2014-05-26,373831.086112,188,46,22,72.75395256916995,104.89500000000001,
2014-05-27,327642.143098,196,46,22,69.43181818181819,104.78,
2014-05-28,338481.784057,192,46,22,71.09584980237155,103.37,
2014-05-29,326624.5773325,1586,47,22,72.3762088974855,104.26,
2014-05-30,375782.6398709,1224,47,22,75.36750483558994,103.4,
2014-05-31,597192.467989,267,47,22,93.81721470019342,103.4,
2014-06-01,742732.830236,123,47,21,102.8145896656535,103.4,
2014-06-02,512725.7729758,195,47,22,80.45744680851064,103.07,
2014-06-03,443636.187975,213,47,22,77.04545454545455,103.34,
2014-06-04,423284.494993,236,47,22,76.08607350096712,103.27,
2014-06-05,359474.513823,1616,47,22,71.45261121856866,103.17,
2014-06-06,391266.125449,1264,47,22,74.52030947775629,103.32,
2014-06-07,557142.461024,197,47,22,91.68085106382979,103.32,
2014-06-08,626026.956957,215,47,21,92.71428571428571,103.32,
2014-06-09,415798.946041,199,47,22,74.24564796905223,105.09,
2014-06-10,351689.4229725,199,47,22,70.07446808510639,105.02,
2014-06-11,373828.16418,258,47,22,72.23500967117988,105.04,
2014-06-12,329408.06736,1979,47,22,68.59574468085107,107.2,FIFA World Cup Brazil Opening
2014-06-13,392308.374573,1335,47,22,76.52417794970987,107.49,
2014-06-14,622072.988944,278,47,22,102.72437137330755,107.49,
2014-06-15,441279.9339945,250,47,21,82.806484295846,107.49,FIFA World Cup Brazil: Ecuador vs Switzerland
2014-06-16,447450.23987,338,47,22,75.78046421663443,107.52,
2014-06-17,380396.036044,380,47,22,72.14023210831722,106.95,
2014-06-18,373408.6641423,425,47,22,71.12862669245648,106.64,
2014-06-19,332280.93509600003,2359,47,22,67.24661508704062,107.08,
2014-06-20,369206.789547,1933,47,22,72.18278529980658,107.95,FIFA World Cup Brazil: Ecuador vs Honduras
2014-06-21,538613.855166,308,47,22,87.50676982591877,107.95,
2014-06-22,591184.1240535,360,47,21,90.0,107.95,
2014-06-23,414929.6359765,237,47,22,72.16731141199226,106.83,
2014-06-24,340464.7450455,266,47,22,67.5889748549323,106.64,
2014-06-25,355342.398017,354,47,22,71.34429400386847,107.04,FIFA World Cup Brazil: Ecuador vs France
2014-06-26,315798.180924,2168,47,22,65.94680851063829,106.49,
2014-06-27,370793.573429,2732,47,22,71.45744680851064,106.46,
2014-06-28,510870.81398,425,47,22,83.62572533849129,106.46,FIFA World Cup Brazil: Round of 16
2014-06-29,567218.8850125,302,47,21,84.93617021276596,106.46,FIFA World Cup Brazil: Round of 16
2014-06-30,429324.0552005,352,47,22,73.82882011605416,106.07,FIFA World Cup Brazil: Round of 16
2014-07-01,720480.616788,2320,47,32,53.172872340425535,106.06,FIFA World Cup Brazil: Round of 16
2014-07-02,747430.1471275,4310,47,32,55.236037234042556,105.18,
2014-07-03,583844.7207922,2383,47,32,51.2626329787234,104.76,
2014-07-04,595424.31324,4056,47,32,51.975398936170215,104.475,FIFA World Cup Brazil: Quarterfinals
2014-07-05,817307.1101677,610,47,32,61.526595744680854,104.475,FIFA World Cup Brazil: Quarterfinals
2014-07-06,918276.596259,583,47,31,62.395332875772134,104.475,
2014-07-07,638526.428909,492,47,32,52.61303191489362,104.19,
2014-07-08,557291.4975265,2183,47,32,49.463430851063826,104.06,FIFA World Cup Brazil: Semifinals
2014-07-09,574451.409963,4281,47,32,48.817154255319146,102.93,FIFA World Cup Brazil: Semifinals
2014-07-10,498047.54898,2465,47,32,47.6875,103.61,
2014-07-11,535644.182793,4057,47,32,49.59175531914894,101.48,
2014-07-12,756698.7523004999,568,47,32,59.702792553191486,101.48,FIFA World Cup Brazil: Third and Fourth Place Match
2014-07-13,733653.779849,720,47,31,54.79752916952643,101.48,FIFA World Cup Brazil: Final
2014-07-14,584867.15114,617,47,32,50.744680851063826,101.73,
2014-07-15,562860.0268329,2329,47,32,50.8623670212766,100.56,
2014-07-16,621336.4939885,4446,47,32,51.419547872340424,101.88,
2014-07-17,498221.7050971,2416,47,32,48.11502659574468,103.84,
2014-07-18,547619.0590519,4275,47,32,51.0718085106383,103.83,
2014-07-19,728988.226204,759,47,32,58.870345744680854,103.83,
2014-07-20,776474.1180457,636,47,31,56.733013040494164,103.83,
2014-07-21,600228.430008,592,47,32,51.6343085106383,105.34,
2014-07-22,530276.040011,2287,47,32,49.035239361702125,104.59,
2014-07-23,574168.635995,4459,47,32,49.432180851063826,103.81,
2014-07-24,484618.8170115,2425,48,32,47.208984375,102.76,
2014-07-25,579767.285128,4395,48,32,50.930338541666664,105.23,
2014-07-26,688919.5500267,673,48,32,57.068359375,105.23,
2014-07-27,747307.86662,605,48,31,55.05846774193548,105.23,
2014-07-28,583936.68549,557,48,32,50.210286458333336,105.68,
2014-07-29,524743.3250017,2207,48,32,47.930989583333336,104.91,
2014-07-30,578056.965281,4640,48,32,48.766276041666664,104.29,
2014-07-31,532423.558194,2319,48,32,49.110677083333336,98.23,
2014-08-01,506826.7949305,4407,48,22,82.5719696969697,97.86,
2014-08-02,626533.637869,506,48,22,92.47064393939394,97.86,
2014-08-03,625898.205888,453,48,21,90.05952380952381,97.86,
2014-08-04,471173.304022,402,47,22,80.42359767891683,98.26,
2014-08-05,417197.476176,395,47,22,76.57446808510639,97.34,
2014-08-06,402914.370941,515,47,22,76.1963249516441,96.93,
2014-08-07,359701.53298899997,2310,47,22,72.16634429400386,97.34,
2014-08-08,397759.9389829,4308,47,22,76.11025145067698,97.61,
2014-08-09,496192.787084,574,47,22,85.11605415860735,97.61,
2014-08-10,509681.7650025,612,47,21,83.26747720364742,97.61,First Cry of Independence
2014-08-11,409544.575013,530,47,22,76.31334622823985,98.09,
2014-08-12,353898.211991,488,47,22,70.87040618955513,97.36,
2014-08-13,372116.544964,623,47,22,73.85880077369438,97.57,
2014-08-14,340740.8170565,2331,47,22,71.36073500967117,95.54,
2014-08-15,402631.8400593,4456,47,22,78.67021276595744,97.3,
2014-08-16,533996.15517,578,47,22,88.77852998065764,97.3,
2014-08-17,564443.173007,559,47,21,88.45592705167174,97.3,
2014-08-18,433042.298907,514,47,22,78.19052224371373,96.44,
2014-08-19,379329.9530773,512,47,22,74.74081237911025,94.35,
2014-08-20,398126.790988,582,47,22,77.2698259187621,96.4,
2014-08-21,355108.8749955,2412,47,22,72.74468085106383,93.97,
2014-08-22,388359.8983235,4479,47,22,76.11702127659575,93.61,
2014-08-23,499678.208204,649,47,22,86.67601547388782,93.61,
2014-08-24,528990.5611087,680,47,21,86.8257345491388,93.61,
2014-08-25,412250.075007,591,47,22,74.74564796905223,95.39,
2014-08-26,355053.9079745,516,47,22,71.59477756286267,95.78,
2014-08-27,366321.498077,623,47,22,73.1083172147002,95.82,
2014-08-28,327912.427,2175,47,22,69.53288201160541,96.44,
2014-08-29,403288.917062,4268,47,22,75.70599613152805,97.86,
2014-08-30,586373.694132,437,47,22,92.96711798839459,97.86,
2014-08-31,660088.183052,455,47,21,95.27051671732522,97.86,
2014-09-01,812526.219024,633,47,32,58.47140957446808,95.39,
2014-09-02,717351.552768,2300,47,32,55.78125,92.92,
2014-09-03,726683.8617375,4724,47,32,55.361702127659576,95.5,
2014-09-04,551340.0774347,2657,47,31,52.407000686341796,94.51,
2014-09-05,603043.241921,4802,47,32,52.787898936170215,93.32,
2014-09-06,870139.4459765,959,47,32,64.52859042553192,93.32,
2014-09-07,997964.077948,942,47,31,66.71654083733699,93.32,
2014-09-08,648651.744928,802,47,31,55.562113932738505,92.64,
2014-09-09,562420.568002,2511,47,32,50.297207446808514,92.73,
2014-09-10,612987.4722337,4874,47,32,51.26994680851064,91.71,
2014-09-11,483462.953022,2737,48,32,47.794921875,92.89,
2014-09-12,564382.847851,4727,48,32,50.341145833333336,92.18,
2014-09-13,795802.238124,1018,48,32,61.587890625,92.18,
2014-09-14,896501.5622945,1020,48,31,61.616263440860216,92.18,
2014-09-15,630710.5728885,870,48,32,52.219401041666664,92.86,
2014-09-16,608239.973016,2647,48,32,51.190104166666664,94.91,
2014-09-17,617472.3442115,4999,48,32,50.087239583333336,94.33,
2014-09-18,479500.843061,2683,48,32,46.223958333333336,93.07,
2014-09-19,550213.093909,4614,48,32,49.202473958333336,92.43,
2014-09-20,808490.763077,898,48,32,61.311848958333336,92.43,
2014-09-21,901420.451004,975,48,31,61.21774193548387,92.43,
2014-09-22,589120.293928,798,48,32,49.697265625,91.46,
2014-09-23,559954.304399,2593,48,32,48.642578125,91.55,
2014-09-24,598183.114508,4837,48,32,49.350260416666664,93.6,
2014-09-25,466867.377076,2489,48,32,46.073567708333336,93.59,
2014-09-26,515474.223943,4319,48,32,47.617838541666664,95.55,
2014-09-27,781202.367982,632,48,32,59.134765625,95.55,
2014-09-28,886531.789814,739,48,31,60.4005376344086,95.55,
2014-09-29,586682.822002,582,48,32,49.733072916666664,94.53,
2014-09-30,599093.9157257,2278,48,32,50.6640625,91.17,
2014-10-01,784500.253914,4804,48,32,55.3125,90.74,
2014-10-02,634306.519052,2616,48,32,51.806640625,91.02,
2014-10-03,675639.295098,4482,48,31,56.597446236559136,89.76,
2014-10-04,931317.51302,735,48,32,64.92057291666667,89.76,
2014-10-05,985466.962071,658,48,31,63.471774193548384,89.76,
2014-10-06,641480.757266,606,48,32,52.1875,90.33,
2014-10-07,586410.2709706,2353,48,32,50.82421875,88.89,
2014-10-08,620201.323059,4784,48,32,50.16015625,87.29,
2014-10-09,510519.923104,2450,48,32,48.3203125,85.76,Independence of Guayaquil
2014-10-10,702470.317955,4569,48,32,54.662109375,85.87,Observance Transfer of Guayaquil's Independence
2014-10-11,748309.153739,564,48,32,59.479166666666664,85.87,
2014-10-12,843971.132714,648,48,31,58.29032258064516,85.87,
2014-10-13,611726.926015,565,48,32,50.102213541666664,85.73,
2014-10-14,550589.573294,2357,48,31,49.678091397849464,81.72,
2014-10-15,624797.469491,4945,48,31,52.27217741935484,81.82,
2014-10-16,538252.607117,2557,48,32,47.9375,82.33,
2014-10-17,558538.135999,4551,48,32,49.244791666666664,82.8,
2014-10-18,820840.970792,769,48,31,63.38239247311828,82.8,
2014-10-19,935410.595877,769,48,30,64.05972222222222,82.8,
2014-10-20,624629.990941,609,48,31,52.542338709677416,82.76,
2014-10-21,542207.165266,2086,48,31,49.446908602150536,83.25,
2014-10-22,584926.355993,4755,48,32,48.057291666666664,80.52,
2014-10-23,492233.2322,2526,48,32,46.414713541666664,82.81,
2014-10-24,528403.680064,4477,48,32,47.836588541666664,81.27,
2014-10-25,758926.230707,1003,48,31,61.83131720430107,81.27,
2014-10-26,892128.498949,1020,48,30,62.75208333333333,81.27,
2014-10-27,572806.6319285,583,48,31,50.02284946236559,81.26,
2014-10-28,512678.811505,2327,48,32,47.146484375,81.36,
2014-10-29,560819.6780005,4953,48,31,49.756048387096776,82.25,
2014-10-30,459715.26616,2357,48,31,47.965725806451616,81.06,
2014-10-31,561876.0719155,4421,48,31,53.346774193548384,80.53,
2014-11-01,873539.2478855,975,48,31,64.69422043010752,80.53,
2014-11-02,709851.4922288,944,48,30,54.29375,80.53,Day of the Deceased
2014-11-03,973192.041735,690,48,31,61.81586021505376,78.77,Independence of Cuenca
2014-11-04,702751.953595,2373,48,32,52.291015625,77.15,
2014-11-05,718799.9390395,4858,48,32,52.658203125,78.71,
2014-11-06,566118.381055,2519,48,31,50.75739247311828,77.87,
2014-11-07,585330.25773,4392,48,31,52.020833333333336,78.71,
2014-11-08,816064.644983,861,48,31,63.013440860215056,78.71,
2014-11-09,941478.422301,956,48,30,64.20555555555555,78.71,
2014-11-10,593376.793073,540,48,31,50.736559139784944,77.43,
2014-11-11,552505.750307,2362,48,31,49.39247311827957,77.85,
2014-11-12,588093.484021,4810,48,31,50.424731182795696,77.16,
2014-11-13,468057.386823,2503,48,31,47.71975806451613,74.13,
2014-11-14,553007.970965,4434,48,31,51.508736559139784,75.91,
2014-11-15,786124.201177,1184,48,32,60.460286458333336,75.91,
2014-11-16,956619.401927,1058,48,30,64.26666666666667,75.91,
2014-11-17,620876.340058,754,48,31,52.104838709677416,75.64,
2014-11-18,553367.204141,2663,48,31,49.94422043010753,74.55,
2014-11-19,580234.0113007,5147,48,31,48.78225806451613,74.55,
2014-11-20,511855.7610447,2824,48,31,49.48252688172043,75.63,
2014-11-21,567978.732759,4573,48,31,52.031586021505376,76.52,
2014-11-22,763720.148593,868,48,31,61.818548387096776,76.52,
2014-11-23,907432.656994,973,48,30,63.15763888888889,76.52,
2014-11-24,610847.95702,710,48,31,51.56653225806452,75.74,
2014-11-25,541225.608011,2544,48,31,49.23924731182796,74.04,
2014-11-26,579125.306002,5021,48,31,50.3125,73.7,
2014-11-27,475823.897052,2774,48,31,47.901881720430104,69.82,
2014-11-28,559619.825094,4654,48,31,52.76142473118279,65.94,Black Friday
2014-11-29,850925.105136,994,48,31,64.85483870967742,65.94,
2014-11-30,1023691.281592,1076,48,30,67.25486111111111,65.94,
2014-12-01,817413.561974,1423,48,31,58.42943548387097,68.98,Cyber Monday
2014-12-02,735319.1840285,3045,48,32,55.275390625,66.99,
2014-12-03,715127.614539,5359,48,32,54.008463541666664,67.3,
2014-12-04,578961.517004,3216,48,31,53.33131720430107,66.73,
2014-12-05,635445.153317,4849,48,32,54.702473958333336,65.89,
2014-12-06,829386.70612,1151,48,32,62.206380208333336,65.89,
2014-12-07,1013889.8074,1165,48,32,63.533203125,65.89,
2014-12-08,790283.289992,922,48,32,56.108072916666664,63.13,
2014-12-09,665123.962957,2992,48,32,53.551432291666664,63.74,
2014-12-10,732121.033873,5562,48,32,54.7421875,60.99,
2014-12-11,580542.178879,3159,48,32,54.111328125,60.01,
2014-12-12,642760.387245,4853,48,32,56.393880208333336,57.81,
2014-12-13,854830.905829,1261,48,32,67.97135416666667,57.81,
2014-12-14,999106.1325775,1410,48,31,68.95497311827957,57.81,
2014-12-15,790182.945791,1025,48,32,61.416666666666664,55.96,
2014-12-16,799067.056179,2973,48,32,62.64453125,55.97,
2014-12-17,779966.499188,5290,48,32,65.03059895833333,56.43,
2014-12-18,731938.479893,3179,48,32,66.552734375,54.18,
2014-12-19,757349.3758179,4940,48,32,67.830078125,56.91,
2014-12-20,935555.52434,1534,48,32,77.013671875,56.91,Compensation for Christmas Holiday
2014-12-21,1056605.2012285,1579,48,31,79.76747311827957,56.91,Four Days Before Christmas
2014-12-22,1008143.3460193,1582,48,31,90.43951612903226,55.25,Three Days Before Christmas
2014-12-23,1064977.9730725,3365,48,32,94.083984375,56.78,Two Days Before Christmas
2014-12-24,965982.871715,5828,48,32,101.91796875,55.7,Day Before Christmas
2014-12-26,872098.456795,5714,48,32,70.80729166666667,54.59,Christmas Extended Holiday
2014-12-26,872098.456795,5714,48,32,70.80729166666667,54.59,Day After Christmas
2014-12-27,740596.158932,1747,48,32,64.42447916666667,54.59,
2014-12-28,716329.635071,1859,48,31,58.39381720430107,54.59,
2014-12-29,773998.401175,1783,48,32,65.34049479166667,53.46,
2014-12-30,912970.533204,3494,48,32,76.23697916666667,54.14,
2014-12-31,844380.469674,5648,48,32,82.65104166666667,53.45,Day Before New Year’s Day
2015-01-01,12773.61698,12,1,23,95.73913043478261,53.085,New Year’s Day
2015-01-02,657763.391981,4949,48,24,84.03559027777777,52.72,Extended New Year’s Holiday
2015-01-03,648880.686926,1306,48,24,83.58333333333333,52.72,
2015-01-04,730923.776022,1295,48,23,85.59420289855072,52.72,
2015-01-05,569267.29796,1148,48,24,77.15277777777777,50.05,
2015-01-06,477886.741053,1042,48,24,71.68489583333333,47.98,
2015-01-07,494160.850117,1291,48,24,72.74652777777777,48.69,
2015-01-08,417482.689131,3063,48,24,67.25173611111111,48.8,
2015-01-09,439381.226073,4761,48,24,68.90538194444444,48.35,
2015-01-10,569956.90801,954,48,24,80.48350694444444,48.35,Compensation for New Year's Holiday
2015-01-11,694860.9511,1058,48,23,85.75996376811594,48.35,
2015-01-12,442845.544014,1043,48,24,69.05989583333333,46.06,
2015-01-13,393799.993059,1213,48,24,65.83854166666667,45.92,
2015-01-14,400923.97107,1586,48,24,66.84288194444444,48.49,
2015-01-15,371146.144942,2608,48,24,64.19184027777777,46.37,
2015-01-16,423599.9357975,4510,48,24,66.08767361111111,48.49,
2015-01-17,621865.434007,712,48,24,83.62065972222223,48.49,
2015-01-18,678277.030991,577,48,23,83.45923913043478,48.49,
2015-01-19,448217.896919,588,48,24,67.69184027777777,47.64,
2015-01-20,405308.77722,569,48,24,65.80729166666667,46.79,
2015-01-21,413202.592067,697,48,24,67.11458333333333,47.85,
2015-01-22,364862.5390355,2598,48,24,63.498263888888886,45.93,
2015-01-23,416937.181925,4475,48,24,66.046875,45.26,
2015-01-24,588849.871003,632,48,24,81.85069444444444,45.26,
2015-01-25,631623.951015,616,48,23,80.9945652173913,45.26,
2015-01-26,410009.617966,540,48,24,64.69965277777777,44.8,
2015-01-27,360009.850046,560,48,24,61.64756944444444,45.84,
2015-01-28,376935.916035,639,48,24,63.46180555555556,44.08,
2015-01-29,343062.160973,2695,48,24,60.763888888888886,44.12,
2015-01-30,435899.6719165,4647,48,24,69.00260416666667,47.79,
2015-01-31,656205.841844,763,48,24,83.84375,47.79,
2015-02-01,815294.475951,727,48,23,89.09782608695652,47.79,
2015-02-02,538301.886974,653,48,24,73.01822916666667,49.25,
2015-02-03,475249.842928,583,48,24,69.78038194444444,53.04,
2015-02-04,451923.147059,687,48,24,69.93489583333333,48.45,
2015-02-05,407491.967944,2640,48,24,67.80902777777777,50.48,
2015-02-06,437147.54517,4645,48,24,68.80121527777777,51.66,
2015-02-07,599911.594879,721,48,24,82.45746527777777,51.66,
2015-02-08,622994.231951,690,48,23,80.03623188405797,51.66,
2015-02-09,458002.152043,722,48,24,69.44357638888889,52.99,
2015-02-10,400825.9849177,694,48,24,66.82552083333333,50.06,
2015-02-11,400115.3330245,766,48,24,67.81076388888889,48.8,
2015-02-12,384963.142969,2613,48,24,67.82725694444444,51.17,
2015-02-13,493265.468013,4536,49,24,81.3843537414966,52.66,
2015-02-14,562855.068099,697,49,24,89.9812925170068,52.66,
2015-02-15,434886.671834,576,49,24,65.91156462585035,52.66,
2015-02-16,420740.903983,574,49,24,64.14880952380952,53.11,Carnival
2015-02-17,483088.13409300003,609,49,23,70.6681455190772,53.56,Carnival
2015-02-18,497499.057967,670,49,24,73.12244897959184,52.13,
2015-02-19,436360.905914,2616,49,24,66.70578231292517,51.12,
2015-02-20,483681.015026,4387,49,24,72.04591836734694,49.95,
2015-02-21,572753.075038,443,49,24,78.84183673469387,49.95,
2015-02-22,691339.067796,573,49,24,80.8452380952381,49.95,
2015-02-23,443349.890841,425,49,24,64.92772108843538,49.56,
2015-02-24,407890.277971,411,49,24,64.6811224489796,48.48,
2015-02-25,395774.954032,476,49,24,63.9906462585034,50.25,
2015-02-26,354938.226975,2631,49,24,61.05187074829932,47.65,
2015-02-27,436488.424914,4475,49,24,68.36309523809524,49.84,
2015-02-28,635263.400075,504,49,24,83.03316326530613,49.84,
2015-03-01,820434.978924,617,49,23,89.51641526175688,49.84,
2015-03-02,546037.787999,464,49,24,71.98044217687075,49.59,
2015-03-03,492365.24083,571,49,24,70.66326530612245,50.43,
2015-03-04,483330.548167,608,49,24,71.59778911564626,51.53,
2015-03-05,428599.809059,2679,49,24,67.21088435374149,50.76,
2015-03-06,463723.974873,4451,49,24,70.18877551020408,49.61,
2015-03-07,657377.210913,660,49,24,87.1734693877551,49.61,
2015-03-08,659563.411966,538,49,23,84.94942324755989,49.61,
2015-03-09,480371.950086,557,49,24,70.72534013605443,49.95,
2015-03-10,457881.7640763,567,49,24,70.51190476190476,48.42,
2015-03-11,425617.727075,572,49,24,68.04761904761905,48.06,
2015-03-12,382588.6690535,2664,49,24,64.14115646258503,47.12,
2015-03-13,434805.995204,4501,49,24,68.19727891156462,44.88,
2015-03-14,616609.760896,649,49,24,83.7312925170068,44.88,
2015-03-15,662700.871933,636,49,23,82.62910381543922,44.88,
2015-03-16,466598.425914,597,49,24,69.24319727891157,43.93,
2015-03-17,415359.51603,581,49,24,66.06207482993197,43.39,
2015-03-18,398629.999994,600,49,24,64.33673469387755,44.63,
2015-03-19,373324.3829895,2698,49,24,63.27721088435374,44.02,
2015-03-20,467687.945081,4477,50,24,69.81416666666667,46.0,
2015-03-21,624099.228222,597,50,24,82.69416666666666,46.0,
2015-03-22,646466.401887,666,50,23,81.56,46.0,
2015-03-23,462664.2370045,543,50,24,67.17166666666667,47.4,
2015-03-24,407369.722015,445,50,24,64.41083333333333,47.03,
2015-03-25,408258.189916,579,50,24,64.86833333333334,48.75,
2015-03-26,367006.957001,2769,50,24,61.333333333333336,51.41,
2015-03-27,436906.608975,4596,50,24,67.45916666666666,48.83,
2015-03-28,589854.7040575,587,50,24,78.38666666666667,48.83,
2015-03-29,641213.770163,669,50,23,79.22086956521738,48.83,
2015-03-30,437878.834978,632,49,24,65.74659863945578,48.66,
2015-03-31,443278.893073,590,49,24,68.6360544217687,47.72,
2015-04-01,557223.161038,777,49,25,73.32571428571428,50.12,
2015-04-02,524588.902022,2854,49,25,74.27183673469388,49.13,
2015-04-03,510296.785948,4598,49,25,70.16,50.605000000000004,Good Friday
2015-04-04,653894.195903,712,49,25,81.48,50.605000000000004,
2015-04-05,659669.577136,707,49,24,77.53486394557824,50.605000000000004,
2015-04-06,519734.816963,578,49,25,69.77061224489796,52.08,
2015-04-07,464788.21798,631,49,25,66.75836734693877,53.95,
2015-04-08,461140.213006,753,49,25,66.33632653061224,50.44,
2015-04-09,398718.315935,2883,49,25,62.417142857142856,50.79,
2015-04-10,445869.298012,4725,49,25,66.53877551020408,51.63,
2015-04-11,610603.017074,736,49,25,79.45877551020408,51.63,
2015-04-12,659939.024086,715,49,24,81.35884353741497,51.63,
2015-04-13,453724.756048,643,49,25,67.0334693877551,51.95,
2015-04-14,403623.396979,666,49,25,61.42367346938776,53.3,
2015-04-15,438106.287965,739,49,25,65.52244897959184,56.25,
2015-04-16,418643.193957,3374,49,25,63.37714285714286,56.69,
2015-04-17,456303.236748,5102,49,25,65.89877551020408,55.71,
2015-04-18,629155.66071,1195,49,25,81.06448979591836,55.71,
2015-04-19,684544.950159,1249,49,24,80.60374149659864,55.71,
